roll,pitch,yaw
4.241646714456317e-05,-1.7561845676693112e-05,-0.013444781157409746
4.241646714456317e-05,-1.7561845676693112e-05,-0.013444781157409746
4.876484036095112e-05,2.4865647949266697e-06,-0.013450953555611477
5.547457314406487e-05,1.0302965849036784e-05,-0.013451988639161715
5.4234481073454255e-05,2.6301798334250908e-05,-0.013463904668260088
5.1996915845912564e-05,3.785625583270107e-05,-0.013467877525142129
4.466741717634396e-05,5.762379090579815e-05,-0.013471871038132103
3.7808131229123266e-05,7.820039158796631e-05,-0.013471024047964159
2.5920874903436627e-05,0.00010348008713907968,-0.013475472051193158
3.269936497635302e-05,0.00012107562504171415,-0.013483337821146007
3.4637422712141244e-05,0.00012834534392506205,-0.01348953050186112
3.230282402375001e-05,0.00012749596751911255,-0.013489138253506967
3.208142345227455e-05,0.00013067326593758534,-0.013486914996298921
2.653338719840765e-05,0.00011835201030659672,-0.013491711017329686
2.7368104449590276e-05,0.00012016237377167074,-0.01349336481730606
2.244322404639944e-05,0.00011464477468033756,-0.013496991272553539
1.468428730536415e-05,0.00010453915194250825,-0.013506223860503893
1.468428730536415e-05,0.00010453915194250825,-0.013506223860503893
-1.2069443375858003e-05,0.00011055158593558722,-0.01351955506932366
-3.5418361653835485e-05,0.00010995969809128962,-0.013521298566675872
-3.310712067106178e-05,9.497617456953994e-05,-0.013525015620994426
-3.576248385725588e-05,8.739532601534685e-05,-0.013524478439036099
-3.065263007924943e-05,5.94893077903307e-05,-0.013534222568116828
-4.1734350584933775e-05,6.394466885722485e-05,-0.013531603471142184
-3.6302540293194176e-05,6.258892566227227e-05,-0.013541098435806784
-3.615574234643121e-05,6.354572627952807e-05,-0.013533420636696556
-2.7652001251392353e-05,6.009116288671215e-05,-0.01353379455890178
-2.2533095704315006e-05,5.266467010376127e-05,-0.013535121256410624
-1.6253141672814036e-05,4.2083635647249094e-05,-0.013535905726482542
-1.048603580936187e-05,2.2551905985560883e-05,-0.013541353810817745
1.0666937951628774e-06,2.8697682136784135e-06,-0.013556712078582903
9.623757603068656e-06,-2.3271565211525493e-05,-0.013555836316938408
5.9432564622087176e-06,-3.747570573449676e-05,-0.0135543135829187
4.803202148389629e-06,-5.524444116987213e-05,-0.01355072442997508
2.907209576676065e-06,-6.727189575902102e-05,-0.013562251600397479
6.08637216204174e-06,-7.631676274194077e-05,-0.013557805724003868
4.743133645403001e-06,-8.441309693552328e-05,-0.013558039753915514
8.69786822889528e-06,-9.425643055456108e-05,-0.013563361729829988
4.614505276067668e-06,-9.440590848751402e-05,-0.01356834711393983
7.258499929724469e-06,-0.0001089833530332394,-0.013573065926751041
1.867771884237882e-05,-0.00012636518688410338,-0.013581117128058878
3.0924380960318634e-05,-0.00013458645022350568,-0.013584202582791024
3.771594548277835e-05,-0.00014219631939689682,-0.013583523937905123
6.216341526196477e-05,-0.00016288214803262686,-0.013594892722298055
6.192049375293583e-05,-0.00015883929196531727,-0.01359970405102593
6.632327176095346e-05,-0.0001474423844984148,-0.013601014388554855
6.663441980056412e-05,-0.00012610166093370378,-0.013606805207015783
5.481258561893599e-05,-0.00010448627723421956,-0.013601027664859917
4.040052254857537e-05,-0.00010297194156887251,-0.013602144897132398
3.1341739554678094e-05,-0.00010748466801266105,-0.01361598552451273
2.9175921161749673e-05,-0.00011321602135346482,-0.01362211917891879
1.77388906280948e-05,-0.00012242207115209343,-0.013620228354262803
1.7092804068500043e-05,-0.00012217961112058012,-0.013617569494201454
1.570727459404194e-05,-0.00012568736551382066,-0.013629020424289085
1.570727459404194e-05,-0.00012568736551382066,-0.013629020424289085
1.531644926651204e-05,-0.00012139852007448729,-0.013644268783069341
1.7082341417684245e-05,-0.0001176424957292574,-0.013649047882255579
1.7844559681294505e-05,-0.00011009849811342993,-0.013652818742202848
1.4360558978289445e-05,-0.0001073098410519528,-0.013650148690074398
1.1550390298308781e-05,-9.442468280895628e-05,-0.013655249339034309
1.1550390298308781e-05,-9.442468280895628e-05,-0.013655249339034309
-1.672580384704712e-06,-9.419581361137077e-05,-0.013661572519476138
4.852229297784979e-06,-9.375729248493997e-05,-0.013662096453923156
3.52457650967227e-06,-8.789710841531492e-05,-0.013660365049498033
-3.2799805275793097e-06,-7.382033991021615e-05,-0.0136547444289172
-7.548361902559514e-06,-6.242924414003207e-05,-0.01366222601282779
-1.675256061838506e-05,-3.8055205190530244e-05,-0.013666327684396682
-1.675256061838506e-05,-3.8055205190530244e-05,-0.013666327684396682
-1.2491395334690022e-05,-2.449626405232535e-05,-0.013663325375424097
-1.769479443197379e-05,6.102593952029426e-06,-0.013674612397774778
-7.954381521851292e-06,2.1434902051156168e-05,-0.0136702391530332
-1.7690169000554625e-06,4.4840511018779305e-05,-0.013676463716221068
-2.0938492125843104e-06,5.19520191385886e-05,-0.013681035036540782
-9.8995759617549e-07,6.625299516922626e-05,-0.01368247764802757
-2.7786832996076227e-06,9.186385633493543e-05,-0.013683375690899644
-1.61422660150059e-05,0.00012485300639687394,-0.013680892063012954
-3.892876939862085e-05,0.0001645391143381314,-0.013695087524723782
-5.538663027326305e-05,0.0001956842840018684,-0.013693256259171869
-5.538663027326305e-05,0.0001956842840018684,-0.013693256259171869
-8.292770099695947e-05,0.00022982107425960463,-0.013694874445025958
-9.793533886428607e-05,0.00026348863173703853,-0.013716335439973705
-0.00010823688778130478,0.00026979576119676136,-0.013731485419944792
-0.00010823688778130478,0.00026979576119676136,-0.013731485419944792
-0.00010761476906664442,0.00028669777522735023,-0.013748066921822533
-0.00010736809962541934,0.0002820086078669705,-0.013753020136323164
-0.00010856232640714476,0.000273032905184796,-0.013752754641388738
-0.0001117556139206274,0.0002686014696667874,-0.013755669160950328
-0.00011731884275699512,0.0002699905123432544,-0.013755802123486812
-0.00011382972744300486,0.000265541112948643,-0.013758108568033294
-0.00011479881884887522,0.0002664244430262895,-0.013761092995958938
-0.00011426764407925145,0.00025304514761689156,-0.013771265373378343
-0.00010843798337551728,0.0002577163098595208,-0.01377316411801136
-8.891039775930131e-05,0.00025674004405312284,-0.01377365541608606
-8.802767677545648e-05,0.0002574447846576133,-0.013774913240584327
-6.270176953697702e-05,0.0002662626520168508,-0.013777041706524456
-9.879398095439195e-06,0.0002682751071570286,-0.013769720069209101
1.613769349311347e-05,0.00026165781177162555,-0.013771390315681448
9.806757402580892e-06,0.00025787409058086367,-0.013778717333566693
-6.49071703560874e-06,0.0002532772284111286,-0.013782538230121356
-3.178126114687314e-05,0.00025544304634679224,-0.013790208156678562
-4.808929950548121e-05,0.00026688507894996616,-0.013790888292694776
-5.193117352643995e-05,0.0002785781862982143,-0.013794931550684335
-5.6312463533410554e-05,0.00029856678089891297,-0.013796725792975598
-6.065625293225453e-05,0.0003031453935101321,-0.013805530251759193
-5.212109229997143e-05,0.0002993994122499278,-0.013812029507263868
-3.498645109881982e-05,0.00027703078192850333,-0.013823290590406217
-3.396399575962573e-05,0.00027276483251191373,-0.013822563144189833
0.0001942820869770953,-0.014636448531703523,-0.013797333279214055
0.0003432212838549271,-0.024685892983498464,-0.01377485030881351
0.0013186965614756978,-0.09112950074402984,-0.01367774268318123
0.0018611453867242319,-0.13047777825739532,-0.013646160326375794
0.0021784536865913353,-0.15451950897606614,-0.01363682620161117
0.0031736091783257166,-0.2380392442343826,-0.013599932317544751
0.0032994973848026587,-0.24984331862908388,-0.013595629755045514
0.0034564453025912,-0.26644263856283273,-0.013568728311935637
0.0036447360556590143,-0.28940829935996304,-0.013516890363231927
0.003726158660912457,-0.31090994040887665,-0.013384130552780147
0.0036566511113620415,-0.31333759249260285,-0.013302892430417745
0.0034816531927473306,-0.3108745268333854,-0.01317480475483757
0.0033666933536129744,-0.30621548745942767,-0.013106756692997783
0.003283678156103263,-0.3017521515155982,-0.013075337499648754
0.0030839258613632303,-0.28896821428860753,-0.01302748729948289
0.002945166806815837,-0.2779825613947601,-0.013007481138755835
0.0028006622686534634,-0.26628217565500606,-0.01299573843649846
0.0027122961489061334,-0.2586798364769105,-0.01299896347969553
0.002511837812500879,-0.2389835038866819,-0.013030658809015584
0.0023715779647261936,-0.22514783358596627,-0.013045431151543848
0.00228406649891786,-0.21654103550579476,-0.013058552796877877
0.0021505144534710494,-0.20334692658986406,-0.013077577285147468
0.0020002970977631607,-0.18898456469105138,-0.013116276442915596
0.0017593717941117068,-0.1674332495702576,-0.01316084281952354
0.0015992071227427923,-0.15266339724063202,-0.01319655824099074
0.0014524151397280964,-0.13974248091477384,-0.013236583086306025
0.00132508753742309,-0.127633235684949,-0.013264703207829099
0.0012340589859336972,-0.11869820453326815,-0.013289088412420375
0.0010694257205754818,-0.10137104450672214,-0.013318062904857066
0.0009516905772841678,-0.08998609906758073,-0.013338916701090643
0.0008992198340597804,-0.08471792006324404,-0.01334835857744619
0.0007397056047842424,-0.06940699518682736,-0.013368290778336856
0.0006488827196476024,-0.06014156543013737,-0.013372179653683392
0.0005607213251097021,-0.05128971042912124,-0.013373305400571448
0.0005169719646297438,-0.04668728001643691,-0.013370206153994098
0.000405906825973124,-0.0348260599436374,-0.013357238917211089
0.00031705566444921283,-0.02663310005531257,-0.013338074259606487
0.00025667952585367685,-0.020786846061517508,-0.0133239487357288
0.0002184410247062166,-0.01730339811583922,-0.013314098463203389
0.0001342351198070623,-0.007895315502759435,-0.01326747542636859
9.21046183191803e-05,-0.002815759280646422,-0.013241959878796188
6.74665393229189e-05,0.0003045384269853345,-0.013225879526215994
4.3412525635831726e-05,0.0047474009294569495,-0.013194728166877185
5.105488818833668e-06,0.01182291527857398,-0.013125248514618616
-1.3373775227267863e-05,0.015107781803300805,-0.013086667302358542
-3.303416374314546e-05,0.018756477955375935,-0.01304168897036604
-5.382908098851135e-05,0.022306227932410796,-0.012985269876806595
-9.237799702034104e-05,0.025289056200391714,-0.01293931329732564
-0.00013272013815379699,0.02765371702127185,-0.012896297966114283
-0.00015563026120663745,0.029888502740976708,-0.012833561338465237
-0.0001834446010753755,0.03180222642077707,-0.012786383424402435
-0.00020595573841092373,0.0336056120319042,-0.012728333016426417
-0.00023410401679538123,0.03490767927917652,-0.012680396377483819
-0.00025741988993048,0.036246547686734645,-0.012615853121041435
-0.0002645363700015387,0.036829833093454355,-0.012583969868415404
-0.00028637629722512274,0.03808709138073945,-0.012499295985065656
-0.0003003832771492419,0.03877577568500182,-0.012435482099020553
-0.0003130892577427806,0.0390544084882852,-0.012409549347064713
-0.0003337855941794349,0.03972133917234542,-0.012306142339348665
0.00606958344165883,0.048424247434498066,-0.009691385487899171
0.014414696024765625,0.05944374739194959,-0.006205806252806435
0.041371118697027164,0.09434279167367042,0.006070263638930367
0.09524789161424824,0.1594300801572659,0.034552145181965595
0.13352328283456122,0.2009385900818077,0.057114713314076034
0.1544932581621926,0.2220495009547196,0.07008461207655907
0.21317824304565505,0.27523116792912483,0.10819964887419384
0.2522781063324313,0.3064369141659932,0.134832251822786
0.28338602412861774,0.3292604862729467,0.15671961047351135
0.30985703896324207,0.3475360840944346,0.1760393287667591
0.3304694986907434,0.3614331020618235,0.1919627624052104
0.3456396174392558,0.37185067872034777,0.20486702457896597
0.3531558109634695,0.37761276455860376,0.21289715965809577
0.35461821909679925,0.37921922045356377,0.21569852207279935
0.35353854679747904,0.3801691376014957,0.21924940375195345
0.3472257041587643,0.3779302156364858,0.21999420538568426
0.3310639081110673,0.3697496902308186,0.2178722554684676
0.31469602396730956,0.36009238082610834,0.2150090663999981
0.30608104234588174,0.35464401125462597,0.21355965915266975
0.2777376279376566,0.3352319676028013,0.20971299317922248
0.2588873505491952,0.32110270208728015,0.20831019846256532
0.2368958254578376,0.30369474273811103,0.20803327185226617
0.2276464629487825,0.29608179120840644,0.20841402028286157
0.19593053626288298,0.26876702128348323,0.212417595495219
0.1876465228691264,0.26137603069078214,0.21420078338462417
0.16166243758264887,0.23764243579981556,0.22220729766648645
0.14437900752559596,0.22151092137237732,0.22995086247936342
0.12906703299920244,0.20716294169204735,0.2383321109630501
0.12120300471777269,0.19980615846293517,0.2432077541141025
0.10548696008594621,0.18521454034908946,0.25424537577884543
0.09205702991282608,0.17290271048132513,0.2651083870307925
0.0730347351167112,0.15580261432309397,0.283198609753118
0.06215285608849041,0.14625657145654908,0.295069375430321
0.05418421415815534,0.13940051513013146,0.3044020824155961
0.03993915950659789,0.1274796888194706,0.32283176596441254
0.029703507290440988,0.11922579664263779,0.3377582385377229
0.025029011522550867,0.11555205465342089,0.3450165650302801
0.012368260663794069,0.10594754614507058,0.3663228214712384
0.004286567669531041,0.10011920250237938,0.3812908636162713
-0.004153872415310512,0.09428296369269219,0.39813698506387457
-0.009496220522733008,0.09071853092093284,0.40942150971699637
-0.013926469553507436,0.08788695684965175,0.41954659084549856
-0.022823373818720277,0.08246002627785828,0.4419198712797244
-0.028103730740034003,0.07939212078402082,0.45658899515773765
-0.03345390781319249,0.07647618608703792,0.47279544702807325
-0.037765872211954224,0.07427265253071406,0.48694858949716774
-0.04216778291079129,0.07217608886590463,0.5027343315905524
-0.045937958774356635,0.07051689395319337,0.5173788093693398
-0.04789992662148952,0.06972889410384907,0.525650382307842
-0.05267516115756371,0.06801645219013512,0.5476292580948731
-0.055523605963866865,0.06716126625848343,0.5625263864313538
-0.05805046983747972,0.06651777389063862,0.5771514959284572
-0.060431297284246885,0.06603457082175557,0.5926306525860873
-0.06144038588438692,0.06586791602078888,0.5997164401494991
-0.06432332963195321,0.0655663082180105,0.6225847991704965
-0.06517171199078767,0.06554310800864697,0.6303970362484426
-0.06727016187881157,0.06570126932778282,0.6530594527401531
-0.06778602168643505,0.06578445093000598,0.6598643461017195
-0.06917730352465759,0.06619058749615328,0.682253755493902
-0.06961073931620652,0.06639398757203926,0.6913176493756614
-0.07029307525247303,0.06688906525557711,0.7105121283818012
-0.07048607250946559,0.06709600950018389,0.7177948486368859
-0.07080324524414243,0.06779323954934581,0.7402081912952729
-0.07081369585230526,0.0682807364445826,0.7545942373952863
-0.07070443753260483,0.06880060438683033,0.7695412701348137
-0.07049925481153421,0.06931037033187164,0.7832609298289578
-0.07017737412528137,0.06987255001407067,0.7973366995247569
-0.06992716213685293,0.07023154933439951,0.8063672461871204
-0.06945202102338574,0.07077849041389316,0.8204054637726631
-0.06888933012688707,0.07135097449428963,0.8349417335771686
-0.06793738783171271,0.07220965910324126,0.8556817808268075
-0.06719791896794168,0.07278819887304774,0.8705133990796713
-0.06683763653296645,0.07303332870508365,0.8771283781672675
-0.06603190397550528,0.07352835542125037,0.8909891038107617
-0.06469332840923936,0.07426265493324898,0.9123567240822565
-0.06413539110656223,0.0745402620525683,0.9210024490196277
-0.06337754384572099,0.07489840297985871,0.9324003973341991
-0.06192022611375599,0.07551036632963107,0.9535926478229905
-0.06135350484412513,0.07573928487684009,0.9616353918219348
-0.06042042068489372,0.07610277674049268,0.9746921864508244
-0.05935820213935269,0.07651167816027242,0.9892598243867117
-0.057890192806365974,0.07702088097443989,1.0092978491151887
-0.05715648889912874,0.07727190211795057,1.0192681278654017
-0.05587384281353463,0.0776182071009913,1.0364527263397216
-0.055379447799106266,0.07772569177608628,1.0433956336918937
-0.054156262888755496,0.07795283758389111,1.0608378153780311
-0.05319721523557436,0.07813913728102453,1.074298011779014
-0.05214886819472989,0.07831265994702769,1.0889714122084941
-0.05142839900415445,0.07836680317016173,1.0993027378875888
-0.05026806686758913,0.07840805277801452,1.116802042924638
-0.04953866965292038,0.0784474023411791,1.1276013535911273
-0.04854897915434972,0.07851276953637434,1.1427496256141674
-0.04775743406125104,0.07854914316185452,1.1550673161247094
-0.046891792445997275,0.07857237006612594,1.1684704740706695
-0.04600002200139238,0.07856043231780417,1.1824256570821599
-0.04522817792032877,0.07854882379584036,1.1946460598837625
-0.044386120508298224,0.07848340597275516,1.2091393036141174
-0.04364290297691052,0.07837828198805066,1.2225607685828568
-0.04295580216105959,0.07828969300185591,1.2347189327148702
-0.04222910898822857,0.07819062486926115,1.2478117086604243
-0.04147547048015222,0.07807640498805235,1.2620108446543807
-0.040804336090252406,0.0779656531407398,1.2753663431130338
-0.04006057187977772,0.07780581994583753,1.2909018828773215
-0.039514197465625095,0.07768958230751351,1.3018352358328837
-0.03880076401253225,0.07747801494922776,1.3171250244534292
-0.03799626885412318,0.07725030686952526,1.335396311436628
-0.03769761261268703,0.07714592162470756,1.3429302668591445
-0.03716494102363609,0.07694043067081908,1.3567679401036907
-0.03671314013429042,0.07678632143931251,1.3683779078473637
-0.03619771496827782,0.07657121393098729,1.382128669022077
-0.03559096761687255,0.07622265384293589,1.4009023026878595
-0.03540344094462828,0.07609027159908285,1.4078356955496967
-0.03489630124931684,0.07571612890768706,1.4267352574784204
-0.03455673711006873,0.07543813250756883,1.4400721228478834
-0.03438882908863889,0.07529829293866286,1.4471138671164874
-0.034090336875515194,0.07505333744377397,1.4602045479194994
-0.03379222526897038,0.07483692028607081,1.4741919330103777
-0.033626578365870546,0.07472118296846846,1.4823978565551925
-0.03327963359024844,0.07444124282313093,1.49938953091533
-0.03313412625046152,0.0742810053174489,1.5068770560735782
-0.03286508750637737,0.07388965232744021,1.52365583169298
-0.03268562694439357,0.0735350193840909,1.5408625515974028
-0.03259835703570504,0.0733939107522273,1.550375391371153
-0.03249634980190644,0.07320160521578174,1.5629065231383805
-0.032404640672581926,0.07300589549088025,1.5748876681231325
-0.032296837367193784,0.07281707327505449,1.5887608387572618
-0.03222105906934358,0.07267251986319986,1.601349164582405
-0.032167833430328134,0.07247920919847124,1.614515428080636
-0.03212296010042048,0.07224183464312775,1.6272618309802247
-0.03213657622711497,0.07194856338144867,1.6401736663084332
-0.03217543937588271,0.07165450019256848,1.6526848173518092
-0.03224393497624987,0.07138712945010331,1.6644021308561439
-0.032353225248589135,0.07095713977735292,1.684798804636156
-0.03239814809944323,0.0707151904786074,1.6970781707061557
-0.03244183693902854,0.07054385799508717,1.7045369433417903
-0.03253914328450051,0.0702355118938041,1.7172811313525884
-0.03268116029359189,0.06999533117834313,1.73250528326638
-0.032759019144197175,0.0698862757079633,1.744808443338589
-0.032834552297426246,0.0697542179370129,1.7578086327980817
-0.032942422225945726,0.06955753588582814,1.7703629849920703
-0.03307732369998934,0.06932621350293043,1.7822352031149582
-0.033225008627973784,0.06913962726713666,1.7916940692129404
-0.03341491917586638,0.06890564338175449,1.8043230236789103
-0.03355010993166235,0.06870554578561014,1.8171176772923059
-0.03368124598916631,0.06851641528898063,1.8303460945693253
-0.033816847389688535,0.06835081740980897,1.8416699570192143
-0.03397203539106658,0.06817387059726328,1.8527715827820894
-0.0341474699750713,0.06798621276383916,1.865340706902499
-0.034301490138918304,0.0678015335532319,1.8773505671756943
-0.03448099560276651,0.06760277259453952,1.8907084468102144
-0.03463936468511229,0.0674447485984995,1.9010898057269228
-0.03488871547202239,0.06724787738882573,1.9150216661831512
-0.03509412649592277,0.06709621660240005,1.9268179290834877
-0.03530099200202127,0.06688652832639547,1.941249721610859
-0.03545370895387686,0.0667203447179293,1.952057978370777
-0.03566051788212947,0.06650730786472472,1.9651769177847351
-0.03590162023680935,0.06633807199733467,1.9802155307513625
-0.036052063198826687,0.06621732249789943,1.9900020745111082
-0.03622809711926444,0.0660159869809024,2.002486435008615
-0.036429463046397284,0.06580860708794914,2.015302026403861
-0.036664044040411126,0.06559127121985606,2.028435363901842
-0.03688521270302876,0.06542251536277585,2.040314767336854
-0.037129411237478226,0.06523700245657776,2.0524544906518907
-0.03736841504362486,0.06502924121724032,2.065971808940201
-0.03759053904304693,0.06483172237418452,2.0782604515234544
-0.037792582895792244,0.06465327509039345,2.0889066189568206
-0.037998895234343244,0.06449626585264408,2.0989217750705382
-0.0382997628536021,0.06434579681175245,2.112997074472617
-0.038664959744547554,0.06405447232049429,2.129043175420626
-0.038832104274769345,0.06393525547633495,2.1365395534819784
-0.0391227157318903,0.06374342460278473,2.1491417198551708
-0.03963775192704117,0.06350077558241816,2.1708366354963053
-0.03963775192704117,0.06350077558241816,2.1708366354963053
-0.03994901147237025,0.0636364680237778,2.18722333535934
-0.040165836587654616,0.06372598593705443,2.1998857603285225
-0.04026821163268107,0.06374553437498008,2.206913843193978
-0.04042948020522057,0.06376602702624941,2.2196598923794397
-0.04042948020522057,0.06376602702624941,2.2196598923794397
-0.04095451766571912,0.06349283705608243,2.2488376714870997
-0.041214140679414875,0.06325656923877583,2.258575367986921
-0.041505310291344015,0.06325798727195772,2.273529699498557
-0.041652157579223144,0.06335787108870868,2.2831840805019534
-0.04190708572081684,0.06334982574551677,2.2997921954317877
-0.04205846692280325,0.06315567561143137,2.308352012527363
-0.04238454964011325,0.06268153149468056,2.324831010102634
-0.04257289658945857,0.06241670052100023,2.3332576051001235
-0.04286035230703448,0.06204148382504336,2.345690430660551
-0.04326505041921386,0.0616610964538949,2.362773363870023
-0.04333231046858578,0.061623059587763235,2.3662358328667525
-0.04375391754510159,0.06145937669438606,2.388778602480222
-0.043991933059032935,0.061394964896554216,2.4039179957237455
-0.044194520905161266,0.06129202454334748,2.4159101471543347
-0.04428420562489969,0.06119545504388132,2.420680701325995
-0.04459739012342524,0.06086941363592929,2.436462641811996
-0.044837540995426695,0.06069696243110768,2.4492860542083337
-0.0452280440171962,0.060509039703827025,2.4706241053430804
-0.04533121079120528,0.060461807098118055,2.476422666924408
-0.045640982314458844,0.06023997135896964,2.4922419240660187
-0.045831221119794395,0.06006944780938878,2.502198381033114
-0.0461050234378669,0.05977946583094529,2.5158253442949188
-0.04635286046102522,0.059561047590731525,2.5275638131880047
-0.04659566868019157,0.05935732912838883,2.539194168428219
-0.046863668307653324,0.05913287041777724,2.5518633322218385
-0.047112741370296814,0.05893492403033832,2.5657904924417423
